出發日期,星期,出發時間,出發時段,出發機場代號,抵達時間,抵達時段,抵達機場代號,航空公司,航空聯盟,停靠站數量,停留時間,飛行時間,是否過夜,機型,機型分類,航班代碼,艙等,查詢日期,平均價格,最低價格,中位數價格,價格變異,隨機購買平均價格,最低價格剩餘天數,最低價格出現日期,筆數
2025-02-03,星期一,上午8:20,早晨班機,TPE,上午10:30,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 407,經濟艙,2025-02-02,4830,4353,4519,1690161.07,4425.5,58,2024-12-07,91
2025-02-03,星期一,上午9:05,上午班機,TPE,上午11:00,上午抵達,HKG,Greater Bay Airlines,0,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 737,0,HB 703,經濟艙,2025-02-02,4451,2098,4666,1815980.03,4523.0,53,2024-12-12,54
2025-02-03,星期一,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 867,經濟艙,2025-02-02,7794,4489,6933,8070060.47,7563.25,90,2024-11-05,91
2025-02-03,星期一,上午9:50,上午班機,TPE,上午11:50,上午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時,No,Airbus A330,1,CX 469,經濟艙,2025-02-01,5380,4353,4519,7420386.74,4467.25,58,2024-12-07,90
2025-02-03,星期一,上午9:50,上午班機,TPE,中午12:05,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 15 分鐘,No,Airbus A330,1,CX 499,經濟艙,2025-01-25,4564,4353,4517,301518.27,4453.75,58,2024-12-07,83
2025-02-03,星期一,下午1:20,下午班機,TPE,下午3:25,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 495,經濟艙,2025-01-25,6443,4507,5483,6422459.17,4968.0,89,2024-11-06,80
2025-02-03,星期一,下午2:05,下午班機,TPE,下午4:05,下午抵達,HKG,香港快運航空,0,直達航班。,Non-stop,2 小時,No,Airbus A320neo,0,UO 111,經濟艙,2025-02-01,3626,2428,3168,930373.33,3860.5,41,2024-12-24,81
2025-02-03,星期一,下午2:25,下午班機,TPE,下午4:25,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,2 小時,No,Airbus A321,0,BR 855,經濟艙,2025-02-02,9160,4511,8722,14098739.35,12354.5,80,2024-11-15,91
2025-02-03,星期一,下午2:50,下午班機,TPE,下午4:55,下午抵達,HKG,香港快運航空,0,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321,0,UO 113,經濟艙,2025-01-17,3612,2428,3168,2039892.18,3318.5,41,2024-12-24,75
2025-02-03,星期一,下午3:45,下午班機,TPE,下午6:05,晚間抵達,HKG,香港航空,0,直達航班。,Non-stop,2 小時 20 分鐘,No,Airbus A320,0,HX 255,經濟艙,2025-02-02,5833,3350,5837,1687203.28,5760.0,33,2025-01-01,90
2025-02-03,星期一,下午3:50,下午班機,TPE,下午5:55,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 443,經濟艙,2025-01-25,7036,4507,6645,5456578.21,6795.75,89,2024-11-06,83
2025-02-03,星期一,下午4:30,下午班機,TPE,下午6:30,晚間抵達,HKG,星宇航空,0,直達航班。,Non-stop,2 小時,No,Airbus A330-900neo,1,JX 235,經濟艙,2025-02-02,8187,3700,6622,9832785.89,7713.75,66,2024-11-29,90
2025-02-03,星期一,下午4:35,下午班機,TPE,下午6:30,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 787-10,1,BR 871,經濟艙,2025-02-02,8623,4186,5987,15825895.94,5020.0,73,2024-11-22,90
2025-02-03,星期一,下午4:55,下午班機,TPE,晚上7:00,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CI 919,經濟艙,2025-02-02,10469,4399,11228,7069867.07,9114.75,89,2024-11-06,91
2025-02-03,星期一,下午5:00,下午班機,TPE,晚上7:05,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 421,經濟艙,2025-01-24,6027,4420,5413,5940270.78,4753.25,51,2024-12-14,82
2025-02-03,星期一,下午5:40,下午班機,TPE,晚上7:35,晚間抵達,HKG,香港快運航空,0,直達航班。,Non-stop,1 小時 55 分鐘,No,Airbus A320neo,0,UO 115,經濟艙,2025-01-29,4004,2838,3658,1084113.03,3963.0,59,2024-12-06,80
2025-02-03,星期一,下午6:10,晚間班機,TPE,晚上8:05,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 787-10,1,BR 857,經濟艙,2025-02-02,8707,4487,6932,15169871.96,6885.75,89,2024-11-06,90
2025-02-03,星期一,下午6:10,晚間班機,TPE,晚上8:10,晚間抵達,HKG,中華航空,2,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,CI 923,經濟艙,2025-02-02,10171,4401,11051,8130179.64,10047.25,90,2024-11-05,91
2025-02-03,星期一,下午6:35,晚間班機,TPE,晚上8:40,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 473,經濟艙,2025-02-02,6345,4398,5480,12102082.02,5479.5,30,2025-01-04,81
2025-02-03,星期一,中午12:25,下午班機,TPE,下午2:20,下午抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 55 分鐘,No,Boeing 777,1,BR 869,經濟艙,2025-02-02,8663,4487,6931,12654335.68,9465.5,89,2024-11-06,91
2025-02-03,星期一,中午12:25,下午班機,TPE,下午2:30,下午抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A321neo,0,CX 461,經濟艙,2025-02-02,7063,4353,5480,11070672.95,7343.25,58,2024-12-07,84
2025-02-03,星期一,凌晨12:20,凌晨班機,TPE,凌晨2:20,凌晨抵達,HKG,Greater Bay Airlines,0,直達航班。,Non-stop,2 小時,No,Boeing 737,0,HB 707,經濟艙,2025-02-02,3844,2396,3689,1715810.18,3803.25,54,2024-12-11,54
2025-02-03,星期一,晚上10:30,晚間班機,TPE,"凌晨12:20 (星期二, 2月 4)",凌晨抵達,HKG,中華航空,2,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321neo,0,CI 607,經濟艙,2025-02-02,5539,4370,5383,1480095.18,5926.75,58,2024-12-07,91
2025-02-03,星期一,晚上11:30,晚間班機,TPE,"凌晨1:15 (星期二, 2月 4)",凌晨抵達,HKG,Greater Bay Airlines,0,直達航班。,Non-stop,1 小時 45 分鐘,No,Boeing 737,0,HB 705,經濟艙,2025-02-02,3816,2875,3618,741495.92,3064.25,47,2024-12-18,54
2025-02-03,星期一,晚上7:00,晚間班機,TPE,晚上8:50,晚間抵達,HKG,長榮航空,1,直達航班。,Non-stop,1 小時 50 分鐘,No,Airbus A321,0,BR 809,經濟艙,2025-02-02,8249,4511,6935,9464225.79,6525.25,80,2024-11-15,90
2025-02-03,星期一,晚上7:30,晚間班機,TPE,晚上9:35,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 565,經濟艙,2025-02-02,5148,4353,4519,2057229.69,6241.25,58,2024-12-07,91
2025-02-03,星期一,晚上7:40,晚間班機,TPE,晚上9:45,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Boeing 777,1,CX 451,經濟艙,2025-02-02,4710,4353,4519,221883.01,5023.25,58,2024-12-07,91
2025-02-03,星期一,晚上8:15,晚間班機,TPE,晚上10:20,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 5 分鐘,No,Airbus A330,1,CX 531,商務艙,2025-02-02,5844,4353,4519,11200675.86,10081.5,58,2024-12-07,91
2025-02-03,星期一,晚上8:25,晚間班機,TPE,晚上10:25,晚間抵達,HKG,香港航空,0,直達航班。,Non-stop,2 小時,No,Airbus A321,0,HX 285,經濟艙,2025-01-15,5161,3391,5623,1037812.46,4648.5,47,2024-12-18,72
2025-02-03,星期一,晚上9:10,晚間班機,TPE,晚上11:10,晚間抵達,HKG,香港快運航空,0,直達航班。,Non-stop,2 小時,No,Airbus A321neo,0,UO 117,經濟艙,2025-01-21,3438,2508,3248,499660.15,3506.0,41,2024-12-24,79
2025-02-03,星期一,晚上9:15,晚間班機,TPE,晚上11:25,晚間抵達,HKG,國泰航空,3,直達航班。,Non-stop,2 小時 10 分鐘,No,Boeing 777,1,CX 479,商務艙,2025-02-02,5386,4353,4519,7842655.4,4492.0,58,2024-12-07,91
2025-02-03,星期一,晚上9:20,晚間班機,TPE,晚上11:20,晚間抵達,HKG,Greater Bay Airlines,0,直達航班。,Non-stop,2 小時,No,Airbus A321,0,HB 705,經濟艙,2024-12-10,3217,2573,3169,214428.76,2731.75,89,2024-11-06,37
